Time,Code,Name
2019/10/10 12:16:00,3,Signal
2019/10/10 12:17:00,3,Signal
2019/10/10 12:18:00,3,Signal
2019/10/10 12:19:00,3,Signal
2019/10/10 12:20:00,3,Signal
2019/10/10 12:21:00,3,Signal
2019/10/10 12:22:00,3,Signal
2019/10/10 12:23:00,3,Signal
2019/10/10 12:24:00,3,Signal
2019/10/10 12:25:00,3,Signal
2019/10/10 12:26:00,3,Signal
2019/10/10 12:27:00,3,Signal
2019/10/10 12:28:00,3,Signal
2019/10/10 12:29:00,3,Signal
2019/10/10 12:30:00,3,Signal
2019/10/10 12:31:00,3,Signal
2019/10/10 12:32:00,3,Signal
2019/10/10 12:33:00,3,Signal
2019/10/10 12:34:00,3,Signal
2019/10/10 12:35:00,3,Signal
2019/10/10 12:36:00,3,Signal
2019/10/10 12:37:00,3,Signal
2019/10/10 12:38:00,3,Signal
2019/10/10 12:39:00,3,Signal
2019/10/10 12:40:00,3,Signal
2019/10/10 12:41:00,3,Signal
2019/10/10 12:42:00,3,Signal
2019/10/10 12:43:00,3,Signal
2019/10/10 12:44:00,3,Signal
2019/10/10 12:45:00,3,Signal
2019/10/10 12:46:00,3,Signal
2019/10/10 12:47:00,3,Signal
2019/10/10 12:48:00,3,Signal
2019/10/10 12:49:00,3,Signal
2019/10/10 12:50:00,3,Signal
2019/10/10 12:51:00,3,Signal
2019/10/10 12:52:00,3,Signal
2019/10/10 12:53:00,3,Signal
2019/10/10 12:54:00,3,Signal
2019/10/10 12:55:00,3,Signal
2019/10/10 12:56:00,3,Signal
2019/10/10 12:57:00,3,Signal
2019/10/10 12:58:00,3,Signal
2019/10/10 12:59:00,3,Signal
2019/10/10 13:00:00,3,Signal
2019/10/10 13:01:00,3,Signal
2019/10/10 13:02:00,3,Signal
2019/10/10 13:03:00,3,Signal
2019/10/10 13:04:00,3,Signal
2019/10/10 13:05:00,3,Signal
2019/10/10 13:06:00,3,Signal
2019/10/10 13:07:00,3,Signal
2019/10/10 13:08:00,3,Signal
2019/10/10 13:09:00,3,Signal
2019/10/10 13:10:00,3,Signal
2019/10/10 13:11:00,3,Signal
2019/10/10 13:12:00,3,Signal
2019/10/10 13:13:00,3,Signal
2019/10/10 13:14:00,3,Signal
2019/10/10 13:15:00,3,Signal
2019/10/10 13:16:00,3,Signal
2019/10/10 13:17:00,3,Signal
2019/10/10 13:18:00,3,Signal
2019/10/10 13:19:00,3,Signal
2019/10/10 13:20:00,3,Signal
2019/10/10 13:21:00,3,Signal
2019/10/10 13:22:00,3,Signal
2019/10/10 13:23:00,3,Signal
2019/10/10 13:24:00,3,Signal
2019/10/10 13:25:00,3,Signal
2019/10/10 13:26:00,3,Signal
2019/10/10 13:27:00,3,Signal
2019/10/10 13:28:00,3,Signal
2019/10/10 13:29:00,3,Signal
2019/10/10 13:30:00,3,Signal
2019/10/10 13:31:00,3,Signal
2019/10/10 13:32:00,3,Signal
2019/10/10 13:33:00,3,Signal
2019/10/10 13:34:00,3,Signal
2019/10/10 13:35:00,3,Signal
2019/10/10 13:36:00,3,Signal
2019/10/10 13:37:00,3,Signal
2019/10/10 13:38:00,3,Signal
2019/10/10 13:39:00,3,Signal
2019/10/10 13:40:00,3,Signal
2019/10/10 13:41:00,3,Signal
2019/10/10 13:42:00,3,Signal
2019/10/10 13:43:00,3,Signal
2019/10/10 13:44:00,3,Signal
2019/10/10 13:45:00,3,Signal
2019/10/10 13:46:00,3,Signal
2019/10/10 13:47:00,3,Signal
2019/10/10 13:48:00,3,Signal
2019/10/10 13:49:00,3,Signal
2019/10/10 13:50:00,3,Signal
2019/10/10 13:51:00,3,Signal
2019/10/10 13:52:00,3,Signal
2019/10/10 13:53:00,3,Signal
2019/10/10 13:54:00,3,Signal
2019/10/10 13:55:00,3,Signal
2019/10/10 13:56:00,3,Signal
2019/10/10 13:57:00,3,Signal
2019/10/10 13:58:00,3,Signal
2019/10/10 13:59:00,3,Signal
2019/10/10 14:00:00,3,Signal
2019/10/10 14:01:00,3,Signal
2019/10/10 14:02:00,3,Signal
2019/10/10 14:03:00,3,Signal
2019/10/10 14:04:00,3,Signal
2019/10/10 14:05:00,3,Signal
2019/10/10 14:06:00,3,Signal
2019/10/10 14:07:00,3,Signal
2019/10/10 14:08:00,3,Signal
2019/10/10 14:09:00,3,Signal
2019/10/10 14:10:00,3,Signal
2019/10/10 14:11:00,3,Signal
2019/10/10 14:12:00,3,Signal
2019/10/10 14:13:00,3,Signal
2019/10/10 14:14:00,3,Signal
2019/10/10 14:15:00,3,Signal
2019/10/10 14:16:00,3,Signal
2019/10/10 14:17:00,3,Signal
2019/10/10 14:18:00,3,Signal
2019/10/10 14:19:00,3,Signal
2019/10/10 14:20:00,3,Signal
2019/10/10 14:21:00,3,Signal
2019/10/10 14:22:00,3,Signal
2019/10/10 14:23:00,3,Signal
2019/10/10 14:24:00,3,Signal
2019/10/10 14:25:00,3,Signal
2019/10/10 14:26:00,3,Signal
2019/10/10 14:27:00,3,Signal
2019/10/10 14:28:00,3,Signal
2019/10/10 14:29:00,3,Signal
2019/10/10 14:30:00,3,Signal
2019/10/10 14:31:00,3,Signal
2019/10/10 14:32:00,3,Signal
2019/10/10 14:33:00,3,Signal
2019/10/10 14:34:00,3,Signal
2019/10/10 14:35:00,3,Signal
2019/10/10 14:36:00,3,Signal
2019/10/10 14:37:00,3,Signal
2019/10/10 14:38:00,3,Signal
2019/10/10 14:39:00,3,Signal
2019/10/10 14:40:00,3,Signal
2019/10/10 14:41:00,3,Signal
2019/10/10 14:42:00,3,Signal
2019/10/10 14:43:00,3,Signal
2019/10/10 14:44:00,3,Signal
2019/10/10 14:45:00,3,Signal
2019/10/10 14:46:00,3,Signal
2019/10/10 14:47:00,3,Signal
2019/10/10 14:48:00,3,Signal
2019/10/10 14:49:00,3,Signal
2019/10/10 14:50:00,3,Signal
2019/10/10 14:51:00,3,Signal
2019/10/10 14:52:00,3,Signal
2019/10/10 14:53:00,3,Signal
2019/10/10 14:54:00,3,Signal
2019/10/10 14:55:00,3,Signal
2019/10/10 14:56:00,3,Signal
2019/10/10 14:57:00,3,Signal
2019/10/10 14:58:00,3,Signal
2019/10/10 14:59:00,3,Signal
2019/10/10 15:00:00,3,Signal
2019/10/10 15:01:00,3,Signal
2019/10/10 15:02:00,3,Signal
2019/10/10 15:03:00,3,Signal
2019/10/10 15:04:00,3,Signal
2019/10/10 15:05:00,3,Signal
2019/10/10 15:06:00,3,Signal
2019/10/10 15:07:00,3,Signal
2019/10/10 15:08:00,3,Signal
2019/10/10 15:09:00,3,Signal
2019/10/10 15:10:00,3,Signal
2019/10/10 15:11:00,3,Signal
2019/10/10 15:12:00,3,Signal
2019/10/10 15:13:00,3,Signal
2019/10/10 15:14:00,3,Signal
2019/10/10 15:15:00,3,Signal
2019/10/10 15:16:00,3,Signal
2019/10/10 15:17:00,3,Signal
2019/10/10 15:18:00,3,Signal
2019/10/10 15:19:00,3,Signal
2019/10/10 15:20:00,3,Signal
2019/10/10 15:21:00,3,Signal
2019/10/10 15:22:00,3,Signal
2019/10/10 15:23:00,3,Signal
2019/10/10 15:24:00,3,Signal
2019/10/10 15:25:00,3,Signal
2019/10/10 15:26:00,3,Signal
2019/10/10 15:27:00,3,Signal
2019/10/10 15:28:00,3,Signal
2019/10/10 15:29:00,3,Signal
2019/10/10 15:30:00,3,Signal
2019/10/10 15:31:00,3,Signal
2019/10/10 15:32:00,3,Signal
2019/10/10 15:33:00,3,Signal
2019/10/10 15:34:00,3,Signal
2019/10/10 15:35:00,3,Signal
2019/10/10 15:36:00,3,Signal
2019/10/10 15:37:00,0,Signal
2019/10/10 15:38:00,0,Signal
2019/10/10 15:39:00,0,Signal
2019/10/10 15:40:00,0,Signal
2019/10/10 15:41:00,0,Signal
2019/10/10 15:42:00,0,Signal
2019/10/10 15:43:00,0,Signal
2019/10/10 15:44:00,0,Signal
2019/10/10 15:45:00,0,Signal
2019/10/10 15:46:00,0,Signal
2019/10/10 15:47:00,0,Signal
2019/10/10 15:48:00,0,Signal
2019/10/10 15:49:00,0,Signal
2019/10/10 15:50:00,0,Signal
2019/10/10 15:51:00,0,Signal
2019/10/10 15:52:00,0,Signal
2019/10/10 15:53:00,0,Signal
2019/10/10 15:54:00,0,Signal
2019/10/10 15:55:00,0,Signal
2019/10/10 15:56:00,0,Signal
2019/10/10 15:57:00,0,Signal
2019/10/10 15:58:00,0,Signal
2019/10/10 15:59:00,0,Signal
2019/10/10 16:00:00,3,Signal
2019/10/10 16:01:00,3,Signal
2019/10/10 16:02:00,3,Signal
2019/10/10 16:03:00,3,Signal
2019/10/10 16:04:00,3,Signal
2019/10/10 16:05:00,3,Signal
2019/10/10 16:06:00,3,Signal
2019/10/10 16:07:00,3,Signal
2019/10/10 16:08:00,3,Signal
2019/10/10 16:09:00,3,Signal
2019/10/10 16:10:00,3,Signal
2019/10/10 16:11:00,3,Signal
2019/10/10 16:12:00,3,Signal
2019/10/10 16:13:00,3,Signal
2019/10/10 16:14:00,3,Signal
2019/10/10 16:15:00,3,Signal
2019/10/10 16:16:00,3,Signal
2019/10/10 16:17:00,3,Signal
2019/10/10 16:18:00,3,Signal
2019/10/10 16:19:00,3,Signal
2019/10/10 16:20:00,3,Signal
2019/10/10 16:21:00,3,Signal
2019/10/10 16:22:00,3,Signal
2019/10/10 16:23:00,3,Signal
2019/10/10 16:24:00,3,Signal
2019/10/10 16:25:00,0,Signal
2019/10/10 16:26:00,0,Signal
2019/10/10 16:27:00,0,Signal
2019/10/10 16:28:00,0,Signal
2019/10/10 16:29:00,0,Signal
2019/10/10 16:30:00,0,Signal
2019/10/10 16:31:00,0,Signal
2019/10/10 16:32:00,0,Signal
2019/10/10 16:33:00,0,Signal
2019/10/10 16:34:00,0,Signal
2019/10/10 16:35:00,0,Signal
2019/10/10 16:36:00,0,Signal
2019/10/10 16:37:00,0,Signal
2019/10/10 16:38:00,0,Signal
2019/10/10 16:39:00,0,Signal
2019/10/10 16:40:00,0,Signal
2019/10/10 16:41:00,0,Signal
2019/10/10 16:42:00,0,Signal
2019/10/10 16:43:00,0,Signal
2019/10/10 16:44:00,0,Signal
2019/10/10 16:45:00,0,Signal
2019/10/10 16:46:00,0,Signal
2019/10/10 16:47:00,0,Signal
2019/10/10 16:48:00,0,Signal
2019/10/10 16:49:00,0,Signal
2019/10/10 16:50:00,0,Signal
2019/10/10 16:51:00,0,Signal
2019/10/10 16:52:00,0,Signal
2019/10/10 16:53:00,0,Signal
2019/10/10 16:54:00,0,Signal
2019/10/10 16:55:00,0,Signal
2019/10/10 16:56:00,0,Signal
2019/10/10 16:57:00,0,Signal
2019/10/10 16:58:00,0,Signal
2019/10/10 16:59:00,0,Signal
2019/10/10 17:00:00,0,Signal
2019/10/10 17:01:00,0,Signal
2019/10/10 17:02:00,0,Signal
2019/10/10 17:03:00,0,Signal
2019/10/10 17:04:00,0,Signal
2019/10/10 17:05:00,0,Signal
2019/10/10 17:06:00,0,Signal
2019/10/10 17:07:00,0,Signal
2019/10/10 17:08:00,0,Signal
2019/10/10 17:09:00,0,Signal
2019/10/10 17:10:00,0,Signal
2019/10/10 17:11:00,0,Signal
2019/10/10 17:12:00,0,Signal
2019/10/10 17:13:00,0,Signal
2019/10/10 17:14:00,0,Signal
2019/10/10 17:15:00,0,Signal
2019/10/10 17:16:00,0,Signal
2019/10/10 17:17:00,0,Signal
2019/10/10 17:18:00,0,Signal
2019/10/10 17:19:00,0,Signal
2019/10/10 17:20:00,0,Signal
2019/10/10 17:21:00,0,Signal
2019/10/10 17:22:00,0,Signal
2019/10/10 17:23:00,0,Signal
2019/10/10 17:24:00,0,Signal
2019/10/10 17:25:00,0,Signal
2019/10/10 17:26:00,0,Signal
2019/10/10 17:27:00,0,Signal
2019/10/10 17:28:00,0,Signal
2019/10/10 17:29:00,0,Signal
2019/10/10 17:30:00,0,Signal
2019/10/10 17:31:00,0,Signal
2019/10/10 17:32:00,0,Signal
2019/10/10 17:33:00,0,Signal
2019/10/10 17:34:00,0,Signal
2019/10/10 17:35:00,0,Signal
2019/10/10 17:36:00,0,Signal
2019/10/10 17:37:00,0,Signal
2019/10/10 17:38:00,0,Signal
2019/10/10 17:39:00,0,Signal
2019/10/10 17:40:00,0,Signal
2019/10/10 17:41:00,0,Signal
2019/10/10 17:42:00,0,Signal
2019/10/10 17:43:00,0,Signal
2019/10/10 17:44:00,0,Signal
2019/10/10 17:45:00,0,Signal
2019/10/10 17:46:00,0,Signal
2019/10/10 17:47:00,0,Signal
2019/10/10 17:48:00,0,Signal
2019/10/10 17:49:00,0,Signal
2019/10/10 17:50:00,0,Signal
2019/10/10 17:51:00,0,Signal
2019/10/10 17:52:00,0,Signal
2019/10/10 17:53:00,0,Signal
2019/10/10 17:54:00,0,Signal
2019/10/10 17:55:00,0,Signal
2019/10/10 17:56:00,0,Signal
2019/10/10 17:57:00,0,Signal
2019/10/10 17:58:00,0,Signal
2019/10/10 17:59:00,0,Signal
2019/10/10 18:00:00,0,Signal
2019/10/10 18:01:00,0,Signal
2019/10/10 18:02:00,0,Signal
2019/10/10 18:03:00,0,Signal
2019/10/10 18:04:00,0,Signal
2019/10/10 18:05:00,0,Signal
2019/10/10 18:06:00,0,Signal
2019/10/10 18:07:00,0,Signal
2019/10/10 18:08:00,0,Signal
2019/10/10 18:09:00,0,Signal
2019/10/10 18:10:00,0,Signal
2019/10/10 18:11:00,0,Signal
2019/10/10 18:12:00,0,Signal
2019/10/10 18:13:00,0,Signal
2019/10/10 18:14:00,0,Signal
2019/10/10 18:15:00,0,Signal
2019/10/10 18:16:00,0,Signal
2019/10/10 18:17:00,0,Signal
2019/10/10 18:18:00,0,Signal
2019/10/10 18:19:00,0,Signal
2019/10/10 18:20:00,0,Signal
2019/10/10 18:21:00,0,Signal
2019/10/10 18:22:00,0,Signal
2019/10/10 18:23:00,0,Signal
2019/10/10 18:24:00,0,Signal
2019/10/10 18:25:00,0,Signal
2019/10/10 18:26:00,0,Signal
2019/10/10 18:27:00,0,Signal
2019/10/10 18:28:00,0,Signal
2019/10/10 18:29:00,0,Signal
2019/10/10 18:30:00,0,Signal
2019/10/10 18:31:00,0,Signal
2019/10/10 18:32:00,0,Signal
2019/10/10 18:33:00,0,Signal
2019/10/10 18:34:00,0,Signal
2019/10/10 18:35:00,0,Signal
2019/10/10 18:36:00,0,Signal
2019/10/10 18:37:00,0,Signal
2019/10/10 18:38:00,0,Signal
2019/10/10 18:39:00,0,Signal
2019/10/10 18:40:00,0,Signal
2019/10/10 18:41:00,0,Signal
2019/10/10 18:42:00,0,Signal
2019/10/10 18:43:00,0,Signal
2019/10/10 18:44:00,0,Signal
2019/10/10 18:45:00,0,Signal
2019/10/10 18:46:00,0,Signal
2019/10/10 18:47:00,0,Signal
2019/10/10 18:48:00,0,Signal
2019/10/10 18:49:00,0,Signal
2019/10/10 18:50:00,0,Signal
2019/10/10 18:51:00,0,Signal
2019/10/10 18:52:00,0,Signal
2019/10/10 18:53:00,0,Signal
2019/10/10 18:54:00,0,Signal
2019/10/10 18:55:00,0,Signal
2019/10/10 18:56:00,0,Signal
2019/10/10 18:57:00,0,Signal
2019/10/10 18:58:00,0,Signal
2019/10/10 18:59:00,0,Signal
2019/10/10 19:00:00,0,Signal
2019/10/10 19:01:00,0,Signal
2019/10/10 19:02:00,0,Signal
2019/10/10 19:03:00,0,Signal
2019/10/10 19:04:00,0,Signal
2019/10/10 19:05:00,0,Signal
2019/10/10 19:06:00,0,Signal
2019/10/10 19:07:00,0,Signal
2019/10/10 19:08:00,0,Signal
2019/10/10 19:09:00,0,Signal
2019/10/10 19:10:00,0,Signal
2019/10/10 19:11:00,0,Signal
2019/10/10 19:12:00,0,Signal
2019/10/10 19:13:00,0,Signal
2019/10/10 19:14:00,0,Signal
2019/10/10 19:15:00,0,Signal
2019/10/10 19:16:00,0,Signal
2019/10/10 19:17:00,0,Signal
2019/10/10 19:18:00,0,Signal
2019/10/10 19:19:00,0,Signal
2019/10/10 19:20:00,0,Signal
2019/10/10 19:21:00,0,Signal
2019/10/10 19:22:00,0,Signal
2019/10/10 19:23:00,0,Signal
2019/10/10 19:24:00,0,Signal
2019/10/10 19:25:00,0,Signal
2019/10/10 19:26:00,0,Signal
2019/10/10 19:27:00,0,Signal
2019/10/10 19:28:00,0,Signal
2019/10/10 19:29:00,0,Signal
2019/10/10 19:30:00,0,Signal
2019/10/10 19:31:00,0,Signal
2019/10/10 19:32:00,0,Signal
2019/10/10 19:33:00,0,Signal
2019/10/10 19:34:00,0,Signal
2019/10/10 19:35:00,0,Signal
2019/10/10 19:36:00,0,Signal
2019/10/10 19:37:00,0,Signal
2019/10/10 19:38:00,0,Signal
2019/10/10 19:39:00,0,Signal
2019/10/10 19:40:00,0,Signal
2019/10/10 19:41:00,0,Signal
2019/10/10 19:42:00,0,Signal
2019/10/10 19:43:00,0,Signal
2019/10/10 19:44:00,0,Signal
2019/10/10 19:45:00,0,Signal
2019/10/10 19:46:00,0,Signal
2019/10/10 19:47:00,0,Signal
2019/10/10 19:48:00,0,Signal
2019/10/10 19:49:00,0,Signal
2019/10/10 19:50:00,0,Signal
2019/10/10 19:51:00,0,Signal
2019/10/10 19:52:00,0,Signal
2019/10/10 19:53:00,0,Signal
2019/10/10 19:54:00,0,Signal
2019/10/10 19:55:00,0,Signal
2019/10/10 19:56:00,0,Signal
2019/10/10 19:57:00,0,Signal
2019/10/10 19:58:00,0,Signal
2019/10/10 19:59:00,0,Signal
2019/10/10 20:00:00,3,Signal
2019/10/10 20:01:00,3,Signal
2019/10/10 20:02:00,3,Signal
2019/10/10 20:03:00,3,Signal
2019/10/10 20:04:00,3,Signal
2019/10/10 20:05:00,3,Signal
2019/10/10 20:06:00,3,Signal
2019/10/10 20:07:00,3,Signal
2019/10/10 20:08:00,3,Signal
2019/10/10 20:09:00,3,Signal
2019/10/10 20:10:00,3,Signal
2019/10/10 20:11:00,3,Signal
2019/10/10 20:12:00,3,Signal
2019/10/10 20:13:00,3,Signal
2019/10/10 20:14:00,3,Signal
2019/10/10 20:15:00,3,Signal
2019/10/10 20:16:00,3,Signal
2019/10/10 20:17:00,3,Signal
2019/10/10 20:18:00,3,Signal
2019/10/10 20:19:00,3,Signal
2019/10/10 20:20:00,3,Signal
2019/10/10 20:21:00,3,Signal
2019/10/10 20:22:00,3,Signal
2019/10/10 20:23:00,3,Signal
2019/10/10 20:24:00,3,Signal
2019/10/10 20:25:00,3,Signal
2019/10/10 20:26:00,3,Signal
2019/10/10 20:27:00,3,Signal
2019/10/10 20:28:00,3,Signal
2019/10/10 20:29:00,3,Signal
2019/10/10 20:30:00,3,Signal
2019/10/10 20:31:00,3,Signal
2019/10/10 20:32:00,3,Signal
2019/10/10 20:33:00,3,Signal
2019/10/10 20:34:00,3,Signal
2019/10/10 20:35:00,3,Signal
2019/10/10 20:36:00,3,Signal
2019/10/10 20:37:00,3,Signal
2019/10/10 20:38:00,3,Signal
2019/10/10 20:39:00,3,Signal
2019/10/10 20:40:00,3,Signal
2019/10/10 20:41:00,3,Signal
2019/10/10 20:42:00,3,Signal
2019/10/10 20:43:00,3,Signal
2019/10/10 20:44:00,3,Signal
2019/10/10 20:45:00,3,Signal
2019/10/10 20:46:00,3,Signal
2019/10/10 20:47:00,3,Signal
2019/10/10 20:48:00,3,Signal
2019/10/10 20:49:00,3,Signal
2019/10/10 20:50:00,3,Signal
2019/10/10 20:51:00,3,Signal
2019/10/10 20:52:00,3,Signal
2019/10/10 20:53:00,3,Signal
2019/10/10 20:54:00,3,Signal
2019/10/10 20:55:00,3,Signal
2019/10/10 20:56:00,3,Signal
2019/10/10 20:57:00,3,Signal
2019/10/10 20:58:00,3,Signal
2019/10/10 20:59:00,3,Signal
2019/10/10 21:00:00,3,Signal
2019/10/10 21:01:00,3,Signal
2019/10/10 21:02:00,3,Signal
2019/10/10 21:03:00,3,Signal
2019/10/10 21:04:00,3,Signal
2019/10/10 21:05:00,3,Signal
2019/10/10 21:06:00,3,Signal
2019/10/10 21:07:00,3,Signal
2019/10/10 21:08:00,3,Signal
2019/10/10 21:09:00,3,Signal
2019/10/10 21:10:00,3,Signal
2019/10/10 21:11:00,3,Signal
2019/10/10 21:12:00,3,Signal
2019/10/10 21:13:00,3,Signal
2019/10/10 21:14:00,3,Signal
2019/10/10 21:15:00,3,Signal
2019/10/10 21:16:00,3,Signal
2019/10/10 21:17:00,3,Signal
2019/10/10 21:18:00,3,Signal
2019/10/10 21:19:00,3,Signal
2019/10/10 21:20:00,3,Signal
2019/10/10 21:21:00,3,Signal
2019/10/10 21:22:00,3,Signal
2019/10/10 21:23:00,3,Signal
2019/10/10 21:24:00,3,Signal
2019/10/10 21:25:00,3,Signal
2019/10/10 21:26:00,3,Signal
2019/10/10 21:27:00,3,Signal
2019/10/10 21:28:00,3,Signal
2019/10/10 21:29:00,3,Signal
2019/10/10 21:30:00,3,Signal
2019/10/10 21:31:00,3,Signal
2019/10/10 21:32:00,3,Signal
2019/10/10 21:33:00,3,Signal
2019/10/10 21:34:00,3,Signal
2019/10/10 21:35:00,3,Signal
2019/10/10 21:36:00,3,Signal
2019/10/10 21:37:00,3,Signal
2019/10/10 21:38:00,3,Signal
2019/10/10 21:39:00,3,Signal
2019/10/10 21:40:00,3,Signal
2019/10/10 21:41:00,3,Signal
2019/10/10 21:42:00,3,Signal
2019/10/10 21:43:00,3,Signal
2019/10/10 21:44:00,3,Signal
2019/10/10 21:45:00,3,Signal
2019/10/10 21:46:00,3,Signal
2019/10/10 21:47:00,3,Signal
2019/10/10 21:48:00,3,Signal
2019/10/10 21:49:00,3,Signal
2019/10/10 21:50:00,3,Signal
2019/10/10 21:51:00,3,Signal
2019/10/10 21:52:00,3,Signal
2019/10/10 21:53:00,3,Signal
2019/10/10 21:54:00,3,Signal
2019/10/10 21:55:00,3,Signal
2019/10/10 21:56:00,3,Signal
2019/10/10 21:57:00,3,Signal
2019/10/10 21:58:00,3,Signal
2019/10/10 21:59:00,3,Signal
2019/10/10 22:00:00,3,Signal
2019/10/10 22:01:00,3,Signal
2019/10/10 22:02:00,3,Signal
2019/10/10 22:03:00,3,Signal
2019/10/10 22:04:00,3,Signal
2019/10/10 22:05:00,3,Signal
2019/10/10 22:06:00,3,Signal
2019/10/10 22:07:00,3,Signal
2019/10/10 22:08:00,3,Signal
2019/10/10 22:09:00,3,Signal
2019/10/10 22:10:00,3,Signal
2019/10/10 22:11:00,3,Signal
2019/10/10 22:12:00,3,Signal
2019/10/10 22:13:00,3,Signal
2019/10/10 22:14:00,3,Signal
2019/10/10 22:15:00,3,Signal
2019/10/10 22:16:00,3,Signal
2019/10/10 22:17:00,3,Signal
2019/10/10 22:18:00,3,Signal
2019/10/10 22:19:00,3,Signal
2019/10/10 22:20:00,3,Signal
2019/10/10 22:21:00,3,Signal
2019/10/10 22:22:00,3,Signal
2019/10/10 22:23:00,3,Signal
2019/10/10 22:24:00,3,Signal
2019/10/10 22:25:00,3,Signal
2019/10/10 22:26:00,3,Signal
2019/10/10 22:27:00,3,Signal
2019/10/10 22:28:00,3,Signal
2019/10/10 22:29:00,3,Signal
2019/10/10 22:30:00,3,Signal
2019/10/10 22:31:00,3,Signal
2019/10/10 22:32:00,3,Signal
2019/10/10 22:33:00,3,Signal
2019/10/10 22:34:00,3,Signal
2019/10/10 22:35:00,3,Signal
2019/10/10 22:36:00,3,Signal
2019/10/10 22:37:00,3,Signal
2019/10/10 22:38:00,3,Signal
2019/10/10 22:39:00,3,Signal
2019/10/10 22:40:00,3,Signal
2019/10/10 22:41:00,3,Signal
2019/10/10 22:42:00,3,Signal
2019/10/10 22:43:00,3,Signal
2019/10/10 22:44:00,3,Signal
2019/10/10 22:45:00,3,Signal
2019/10/10 22:46:00,3,Signal
2019/10/10 22:47:00,3,Signal
2019/10/10 22:48:00,3,Signal
2019/10/10 22:49:00,3,Signal
2019/10/10 22:50:00,3,Signal
2019/10/10 22:51:00,3,Signal
2019/10/10 22:52:00,3,Signal
2019/10/10 22:53:00,3,Signal
2019/10/10 22:54:00,3,Signal
2019/10/10 22:55:00,3,Signal
2019/10/10 22:56:00,3,Signal
2019/10/10 22:57:00,3,Signal
2019/10/10 22:58:00,3,Signal
2019/10/10 22:59:00,3,Signal
2019/10/10 23:00:00,3,Signal
2019/10/10 23:01:00,3,Signal
2019/10/10 23:02:00,3,Signal
2019/10/10 23:03:00,3,Signal
2019/10/10 23:04:00,3,Signal
2019/10/10 23:05:00,3,Signal
2019/10/10 23:06:00,3,Signal
2019/10/10 23:07:00,3,Signal
2019/10/10 23:08:00,3,Signal
2019/10/10 23:09:00,3,Signal
2019/10/10 23:10:00,3,Signal
2019/10/10 23:11:00,3,Signal
2019/10/10 23:12:00,3,Signal
2019/10/10 23:13:00,3,Signal
2019/10/10 23:14:00,3,Signal
2019/10/10 23:15:00,3,Signal
2019/10/10 23:16:00,3,Signal
2019/10/10 23:17:00,3,Signal
2019/10/10 23:18:00,3,Signal
2019/10/10 23:19:00,3,Signal
2019/10/10 23:20:00,3,Signal
2019/10/10 23:21:00,3,Signal
2019/10/10 23:22:00,3,Signal
2019/10/10 23:23:00,3,Signal
2019/10/10 23:24:00,3,Signal
2019/10/10 23:25:00,3,Signal
2019/10/10 23:26:00,3,Signal
2019/10/10 23:27:00,3,Signal
2019/10/10 23:28:00,3,Signal
2019/10/10 23:29:00,3,Signal
2019/10/10 23:30:00,3,Signal
2019/10/10 23:31:00,3,Signal
2019/10/10 23:32:00,3,Signal
2019/10/10 23:33:00,3,Signal
2019/10/10 23:34:00,0,Signal
2019/10/10 23:35:00,0,Signal
2019/10/10 23:36:00,0,Signal
2019/10/10 23:37:00,0,Signal
2019/10/10 23:38:00,0,Signal
2019/10/10 23:39:00,0,Signal
2019/10/10 23:40:00,0,Signal
2019/10/10 23:41:00,0,Signal
2019/10/10 23:42:00,0,Signal
2019/10/10 23:43:00,0,Signal
2019/10/10 23:44:00,0,Signal
2019/10/10 23:45:00,0,Signal
2019/10/10 23:46:00,0,Signal
2019/10/10 23:47:00,0,Signal
2019/10/10 23:48:00,0,Signal
2019/10/10 23:49:00,0,Signal
2019/10/10 23:50:00,0,Signal
2019/10/10 23:51:00,0,Signal
2019/10/10 23:52:00,0,Signal
2019/10/10 23:53:00,0,Signal
2019/10/10 23:54:00,0,Signal
2019/10/10 23:55:00,0,Signal
2019/10/10 23:56:00,0,Signal
2019/10/10 23:57:00,0,Signal
2019/10/10 23:58:00,0,Signal
2019/10/10 23:59:00,0,Signal
